Category_Index,Updated,Size,Installs,Requires_Android,Age,Inapp_Lower_Bound,Inapp_Upper_Bound,Rating,Rating_Total,Rating_5,Rating_4,Rating_3,Rating_2,Rating_1,Price,Free
2,957,18,1000,2.3,1,0,0,,11,,,,,,0,1
2,51,24,1000000,4.0,1,0,0,4.1,5731,3859,476,400,195,801,0,1
2,512,28,50000,2.3,1,0,0,4.1,749,464,95,72,26,92,0,1
2,618,5.6,100,2.3,4,0,0,1.0,2,0,0,0,0,2,0,1
2,378,3.7,100000,4.0,1,0,0,4.1,578,352,75,61,29,61,0,1
2,1588,14,50000,2.3,1,0,0,3.9,458,251,63,47,41,56,0,1
2,1381,14,50000,2.1,1,0,0,3.7,628,303,99,64,49,113,0,1
2,114,8.4,500,2.3,1,0,0,,8,,,,,,0,1
2,777,7.7,100,4.1,1,0,0,,27,,,,,,0,1
2,859,30,100,2.3,1,0,0,5.0,3,3,0,0,0,0,0,1
2,1175,6.0,1000,2.3,1,0,0,3.9,13,8,1,1,1,2,0,1
2,278,38,10000,4.0,1,0,0,,39,,,,,,0,1
2,491,16,100,4.0,1,0,0,5.0,4,4,0,0,0,0,0,1
2,254,,1000000,,3,0,0,4.0,9013,5226,1320,1034,513,920,0,1
2,1311,2.0,10,2.3,1,0,0,,1,,,,,,0,1
2,722,15,1000,2.3,1,0,0,4.8,13,12,0,1,0,0,0,1
2,230,12,500000,2.3,1,0,0,4.5,2501,1808,294,227,68,104,0,1
2,229,1.2,100000,4.0,1,0,0,3.8,1378,637,281,158,103,199,0,1
2,1107,7.1,500,2.3,3,0,0,,15,,,,,,0,1
2,685,31,10000,2.3,1,0,0,4.2,84,54,10,9,3,8,0,1
2,90,1.9,10000000,5.0,1,0,0,4.3,97473,66689,14075,6432,3312,6965,0,1
2,617,18,1000,2.3,3,0,0,4.5,58,45,3,6,2,2,0,1
2,1169,18,50000,2.3,1,0,0,3.2,336,150,32,23,11,120,0,1
2,1085,17,5000,2.1,4,0,0,4.1,56,35,7,4,2,8,0,1
2,524,16,1000,2.3,1,0,0,,32,,,,,,0,1
2,421,4.9,1000,4.0,1,0,0,4.4,28,19,5,0,3,1,0,1
2,736,24,10000,2.3,1,0,0,4.0,293,171,39,33,14,36,0,1
2,527,13,1000,2.3,1,0,0,,9,,,,,,0,1
2,460,24,1000000,4.0,1,0,0,3.8,7557,4499,592,595,300,1571,0,1
2,1448,6.4,1000,2.0,1,0,0,4.2,86,54,11,9,4,8,0,1
2,550,8.6,100,2.3,1,0,0,,4,,,,,,0,1
2,665,3.3,50000,4.0,3,0,0,3.6,228,103,41,25,18,41,0,1
2,664,3.9,1000,4.0,1,0,0,3.9,23,13,4,1,1,4,0,1
2,533,32,10000,2.3,1,0,0,3.1,142,55,8,19,13,47,0,1
2,947,3.6,10000,3.0,1,0,0,3.3,404,158,72,38,22,114,0,1
2,827,1.8,100000,2.3,1,0,0,3.7,512,266,67,44,51,84,0,1
2,1394,34,100000,2.0,4,0,0,3.8,2881,1556,340,258,172,555,0,1
2,496,29,1000000,2.3,1,0,0,3.9,23066,14355,1805,1757,738,4411,0,1
2,430,655,100000,3.0,1,0,0,3.7,2403,1209,331,234,174,455,0,1
2,688,8.2,100000,2.3,1,0,0,4.0,1605,782,363,211,129,120,0,1
2,671,26,10,4.0,1,0,0,,2,,,,,,0,1
2,561,21,100,2.3,1,0,0,3.7,3,2,0,0,0,1,0,1
2,602,17,50000,2.3,1,0,0,4.5,4418,3447,422,173,92,284,0,1
2,1204,3.1,50000,2.3,1,0,0,3.8,703,335,122,111,45,90,0,1
2,73,12,100000,2.3,1,0,0,4.2,600,396,63,45,30,66,0,1
2,1224,9.1,100,2.3,1,0,0,,4,,,,,,0,1
2,348,20,10000000,4.0,1,0,0,4.2,44169,27851,6227,5688,1462,2941,0,1
2,696,5.9,50,2.3,1,0,0,,4,,,,,,0,1
2,26,2.8,5000,7.1,1,0,0,3.5,34,16,3,3,6,6,0,1
2,1617,1.3,10000,2.2,1,0,0,3.6,216,97,33,30,16,40,0,1
2,557,27,1000,4.0,1,0,0,,14,,,,,,0,1
2,518,24,1000,2.3,1,0,0,,50,,,,,,0,1
2,436,9.3,100000,2.3,1,0,0,3.5,820,389,93,83,78,177,0,1
2,618,4.2,100000,2.3,1,0,0,4.1,446,273,61,46,20,46,0,1
2,613,17,500,2.3,1,0,0,4.4,9,7,1,0,0,1,0,1
2,1033,25,500,2.3,1,0,0,3.0,10,5,0,0,0,5,0,1
2,603,14,1000,2.3,3,0,0,4.9,308,302,1,2,0,3,0,1
2,1492,34,1000,2.2,1,0,0,4.5,50,39,4,3,0,4,0,1
2,719,27,50000,2.3,1,0,0,3.6,857,441,83,88,38,207,0,1
2,504,12,500000,2.3,1,0,0,3.7,2967,1480,332,416,213,526,0,1
2,36,23,100000,4.1,1,0,0,3.9,2954,1815,271,233,89,546,0,1
2,464,38,5000000,3.0,4,0,0,4.4,95631,68611,10106,6881,2843,7190,0,1
2,531,,1000,,1,0,0,,8,,,,,,0,1
2,1067,17,5000,2.3,1,0,0,3.8,80,48,4,6,5,17,0,1
2,518,36,10000,4.2,3,0,0,3.7,91,47,11,10,2,21,0,1
2,904,12,100,2.3,1,0,0,4.4,27,19,5,1,0,2,0,1
2,200,35,100000,4.1,1,0,0,4.3,240,145,49,29,7,10,0,1
2,2028,347,500,2.2,1,0,0,4.0,7,5,0,0,1,1,0,1
2,148,15,50000,4.0,1,0,0,3.9,209,129,11,26,13,30,0,1
2,680,11,5000,2.2,1,0,0,4.0,29,19,2,3,0,5,0,1
2,411,37,100000,2.3,1,0,0,4.0,731,477,50,45,29,130,0,1
2,546,6.6,10000,2.3,1,0,0,3.9,94,57,11,4,2,20,0,1
2,474,27,500,4.0,4,0,0,4.2,38,27,4,0,3,4,0,1
2,753,7.3,10000,2.3,1,0,0,3.8,32,14,8,4,3,3,0,1
2,634,45,1000000,3.0,4,0,0,4.4,24232,17779,2494,1809,564,1586,0,1
2,478,8.5,500000,4.0,1,0,0,4.0,1153,682,144,140,63,124,0,1
2,812,3.4,100000,2.2,1,0,0,3.1,1972,885,94,127,76,790,0,1
2,69,1.6,50000,4.0,1,0,0,3.0,550,198,57,50,45,200,0,1
2,252,1.8,100000,2.3,1,0,0,3.5,283,132,26,36,33,56,0,1
2,639,9.0,1,2.3,1,0,0,5.0,1,1,0,0,0,0,0,1
2,944,2.3,10000,2.2,1,0,0,3.5,22,13,0,1,0,8,0,1
2,681,11,100,2.3,4,0,0,,4,,,,,,0,1
2,718,22,500,4.0,1,0,0,3.0,2,1,0,0,0,1,0,1
2,797,18,1000,2.3,1,0,0,,8,,,,,,0,1
2,772,21,500,2.3,1,0,0,4.3,29,23,0,2,0,4,0,1
2,455,39,1000000,2.3,4,0,0,3.7,12767,6471,1536,1270,888,2602,0,1
2,229,1.8,1000,2.3,1,0,0,4.6,27,23,0,2,2,0,0,1
2,1312,11,1000,2.3,1,0,0,4.0,96,52,22,6,6,10,0,1
2,580,7.0,100,3.0,1,0,0,3.7,22,14,1,0,0,7,0,1
2,525,5.7,1000,2.3,1,0,0,,1,,,,,,0,1
2,462,8.0,100,4.0,1,0,0,4.9,19,18,0,1,0,0,0,1
2,740,24,5000,2.3,1,0,0,3.9,48,29,3,5,2,9,0,1
2,672,23,10000,2.3,1,0,0,3.5,98,48,7,9,10,24,0,1
2,1063,24,5000,2.3,4,0,0,3.9,146,80,22,14,9,21,0,1
2,1842,3.9,1000,2.1,1,0,0,4.2,31,20,4,3,0,4,0,1
2,871,15,100,2.3,1,0,0,3.7,7,4,1,0,0,2,0,1
2,744,40,10000000,2.3,1,0,0,4.2,176721,103461,37972,19358,6379,9551,0,1
2,976,5.8,10,2.3,1,0,0,,1,,,,,,0,1
2,166,,5000,,1,0,0,3.7,12,6,1,2,1,2,0,1
2,983,21,1000,2.3,1,0,0,4.5,91,72,8,2,3,6,0,1
2,460,19,500000,2.3,1,0,0,3.9,3254,2034,243,223,103,651,0,1
2,595,17,100,1.6,1,0,0,,4,,,,,,0,1
2,1296,15,10000,2.3,1,0,0,4.4,161,121,17,4,5,14,0,1
2,514,15,1000,2.3,1,0,0,,7,,,,,,0,1
2,471,5.1,1000,4.0,1,0,0,3.8,60,37,3,4,3,13,0,1
2,836,3.3,500,2.2,1,0,0,5.0,10,10,0,0,0,0,0,1
2,427,6.8,100000,4.0,1,0,0,3.5,840,373,112,119,65,171,0,1
2,764,5.0,100,3.1,1,0,0,,3,,,,,,0,1
2,749,40,500000,2.3,1,0,0,3.6,5242,2740,525,503,333,1141,0,1
2,1216,14,50,2.3,1,0,0,,1,,,,,,0,1
2,618,5.7,5000,2.3,4,0,0,,27,,,,,,0,1
2,845,19,100,2.3,1,0,0,4.0,8,4,1,2,1,0,0,1
2,1173,25,500,2.3,1,0,0,3.2,10,4,1,1,1,3,0,1
2,910,2.4,1000000,2.3,1,0,0,3.5,2611,1367,164,168,114,798,0,1
2,347,24,500000,4.0,1,0,0,4.4,2106,1635,118,128,43,182,0,1
2,425,6.2,500000,2.3,1,0,0,3.8,9469,4807,1320,1066,722,1554,0,1
2,1054,20,1000,2.3,1,0,0,3.9,16,10,1,1,1,3,0,1
2,1,61,5000,4.1,1,0,0,3.9,113,75,2,7,6,23,0,1
2,297,9.6,10000,2.3,1,0,0,,53,,,,,,0,1
2,1959,3.5,100000,1.6,1,0,0,4.2,775,483,143,61,27,61,0,1
2,1486,10,5000,2.3,0,0,0,3.4,51,21,6,7,7,10,0,1
2,512,33,100000,4.0,3,0,0,4.0,836,463,123,107,49,94,0,1
2,990,3.3,500,3.2,1,0,0,,1,,,,,,0,1
2,429,16,10000,4.0,1,0,0,3.1,547,206,58,54,42,187,0,1
2,602,21,50000,2.3,4,0,0,3.8,164,84,22,24,13,21,0,1
2,55,,1000000,4.1,1,0,0,4.6,23812,18317,3363,1462,238,432,0,1
2,438,23,50,2.3,1,0,0,,3,,,,,,0,1
2,861,18,100000,2.3,1,0,0,4.1,251,164,30,14,11,32,0,1
2,712,9.0,100000,,1,0,0,3.9,849,401,173,143,50,82,0,1
2,53,30,500000,4.1,4,0,0,4.0,3054,1892,266,297,129,470,0,1
2,1224,9.6,1000,2.3,1,0,0,3.9,131,80,10,9,9,23,0,1
2,1004,33,100000,2.3,1,0,0,4.4,8097,5422,1427,582,300,366,0,1
2,1624,10,100000,2.2,1,0,0,3.7,1034,500,143,113,88,190,0,1
2,1908,11,1000000,2.2,4,0,0,4.0,13249,8015,1728,1196,723,1587,0,1
2,679,8.0,100000,2.3,1,0,0,3.7,830,370,136,146,63,115,0,1
2,2671,1.4,1000,1.5,1,0,0,2.5,11,4,0,0,0,7,0,1
2,805,,1000,4.0,1,0,0,,18,,,,,,0,1
2,892,7.6,1000,4.0,4,0,0,,53,,,,,,0,1
2,851,6.8,100,4.0,1,0,0,,1,,,,,,0,1
2,1114,6.2,100,2.2,1,0,0,3.8,5,3,0,1,0,1,0,1
2,542,18,5000,2.3,1,0,0,,45,,,,,,0,1
2,898,10,10000,2.3,4,0,0,4.3,415,317,19,14,10,55,0,1
2,1879,2.0,1000,2.2,1,0,0,,10,,,,,,0,1
2,575,26,1000,4.0,1,0,0,4.2,13,9,0,3,0,1,0,1
2,1353,1.4,100,2.3,1,0,0,,6,,,,,,0,1
2,804,15,1000,1.6,1,0,0,3.9,24,14,2,3,1,4,0,1
2,650,40,100000,2.3,1,0,0,3.8,732,426,76,50,48,132,0,1
2,1241,7.9,500,2.3,1,0,0,3.3,7,4,0,0,0,3,0,1
2,466,25,5000,4.1,1,0,0,4.0,19,13,1,1,0,4,0,1
2,943,14,500000,2.2,1,0,0,3.9,3002,1821,221,237,189,534,0,1
2,1625,19,5000,2.0,1,0,0,3.9,102,63,7,7,7,18,0,1
2,639,32,100,2.3,1,0,0,,4,,,,,,0,1
2,622,20,1000000,4.0,4,0,0,4.3,10491,7376,1062,749,331,973,0,1
2,1194,17,50000,2.3,1,0,0,3.8,1661,792,338,201,119,211,0,1
2,427,17,50000,4.0,1,0,0,,572,,,,,,0,1
2,1212,18,10000,2.3,1,0,0,4.2,123,74,18,17,4,10,0,1
2,2228,1.9,10000,2.2,3,0,0,3.5,100,48,9,13,9,21,0,1
2,810,23,500000,3.0,1,0,0,4.4,22988,15268,4589,1998,352,781,0,1
2,633,22,5000000,2.3,1,0,0,4.3,160983,106090,26043,12415,5704,10731,0,1
2,596,21,100,4.0,4,0,0,4.5,8,7,0,0,0,1,0,1
2,1044,19,50,2.3,1,0,0,5.0,6,6,0,0,0,0,0,1
2,618,6.1,5000,2.3,6,0,0,,77,,,,,,0,1
2,598,3.3,1000,2.3,4,0,0,4.5,47,38,3,1,1,4,0,1
2,762,14,1000,2.3,6,0,0,4.1,35,22,4,4,1,4,0,1
2,747,25,50000,2.3,1,0,0,3.8,687,408,51,46,21,161,0,1
2,1027,1.4,100,2.3,3,0,0,,2,,,,,,0,1
2,667,22,50,2.3,1,0,0,,3,,,,,,0,1
2,98,22,100000,2.3,1,0,0,4.3,1795,1302,151,114,34,194,0,1
2,1052,5.9,5000,2.3,1,0,0,3.5,27,12,4,4,0,7,0,1
2,250,33,10000,4.0,1,0,0,4.5,171,140,7,7,6,11,0,1
2,1611,21,10000,2.3,1,0,0,4.0,322,182,48,32,21,39,0,1
2,1249,24,1000,2.3,1,0,0,4.1,30,23,0,0,1,6,0,1
2,603,38,100000,2.3,6,0,0,3.7,802,433,85,84,48,152,0,1
2,594,16,50000,1.6,1,0,0,3.9,205,121,23,16,11,34,0,1
2,1077,16,10000,2.3,1,0,0,,165,,,,,,0,1
2,1056,6.8,100000,2.2,1,0,0,4.2,1065,717,106,93,45,104,0,1
2,674,18,100000,2.3,4,0,0,3.8,3404,1878,407,373,221,525,0,1
2,502,21,100,3.2,1,0,0,,4,,,,,,0,1
2,141,15,100000,4.0,1,0,0,3.8,1860,1172,113,106,59,410,0,1
2,136,4.0,1000,2.3,1,0,0,4.2,5,4,0,0,0,1,0,1
2,1135,8.2,1000,2.3,3,0,0,3.8,57,35,4,2,4,12,0,1
2,37,3.4,500000,4.0,1,0,0,3.9,1693,1010,146,129,106,302,0,1
2,902,17,1000,4.0,1,0,0,4.5,81,66,6,0,2,7,0,1
2,808,2.8,500,1.6,1,0,0,,4,,,,,,0,1
2,1328,2.3,5000,2.3,1,0,0,3.7,67,32,12,8,3,12,0,1
2,1251,25,1000,2.3,1,0,0,3.4,26,12,3,2,2,7,0,1
2,1205,22,500,2.3,1,0,0,4.3,20,13,4,1,1,1,0,1
2,213,58,5000000,4.1,1,1.19,5.49,3.5,28767,14689,2349,2539,1477,7713,0,1
2,447,19,500000,2.3,4,0,0,4.2,5905,3790,855,558,223,479,0,1
2,7,24,500000,4.0,1,0,0,4.1,4218,2499,638,452,204,425,0,1
2,749,28,100,2.3,1,0,0,3.3,3,1,1,0,0,1,0,1
2,1179,21,5000,4.0,1,0,0,4.2,127,91,9,6,6,15,0,1
2,1044,17,1000,2.3,1,0,0,3.8,24,12,3,4,3,2,0,1
2,932,16,1000,2.3,1,0,0,3.8,11,6,2,0,1,2,0,1
2,1245,17,5000,2.3,1,0,0,2.1,71,14,3,4,2,48,0,1
2,1759,3.6,10000000,2.2,1,0,0,4.2,263716,167777,43153,22793,10899,19094,0,1
2,1240,11,500000,2.3,1,0,0,4.6,10701,8377,1401,432,187,304,0,1
2,966,12,10000,1.6,1,0,0,3.9,246,145,30,18,11,42,0,1
2,490,4.7,1000000,2.3,3,0,0,3.4,14563,7041,1121,1203,878,4320,0,1
2,827,23,100,2.3,1,0,0,,8,,,,,,0,1
2,2723,1.1,1000000,2.1,1,0,0,4.2,23866,13801,4981,2350,835,1899,0,1
2,536,21,50,2.3,3,0,0,,3,,,,,,0,1
2,504,48,100000,2.3,1,0,0,4.2,937,567,157,129,27,57,0,1
2,588,14,10000,1.6,1,0,0,4.3,31,21,3,3,2,2,0,1
2,700,26,10000,2.3,1,0,0,4.5,55,40,7,4,1,3,0,1
2,629,20,5000000,2.3,1,0,0,4.3,81300,51998,14414,7149,2302,5437,0,1
2,224,10,10000,4.0,1,0,0,3.9,65,37,7,7,5,9,0,1
2,484,3.6,1000000,2.3,1,0,0,3.4,6692,3120,541,613,519,1899,0,1
2,1058,18,10000,2.3,4,0,0,3.7,37,17,4,8,3,5,0,1
2,1233,3.5,1000,2.3,1,0,0,4.3,19,14,2,0,0,3,0,1
2,489,5.0,1000000,4.0,1,0,0,4.3,14320,10337,1432,761,310,1480,0,1
2,1257,3.5,5000,3.2,1,0,0,,52,,,,,,0,1
2,79,20,500000,2.3,1,0,0,4.0,4220,2611,437,359,137,676,0,1
2,20,32,1000000,4.0,1,0,0,4.1,5600,3418,647,659,275,601,0,1
2,1290,4.7,1000,2.2,1,0,0,,12,,,,,,0,1
2,74,5.0,10000000,4.0,1,0,0,3.8,91913,45573,15605,11754,7210,11771,0,1
2,121,23,100000,2.3,1,0,0,4.2,390,252,51,45,15,27,0,1
2,694,14,1000,4.4,3,0,0,3.2,28,12,1,5,2,8,0,1
2,624,11,100,4.0,1,0,0,3.7,9,6,0,0,0,3,0,1
2,497,24,100000,4.0,1,0,0,4.3,270,191,29,18,12,20,0,1
2,244,43,100000,4.0,1,0,0,4.1,965,592,120,112,25,116,0,1
2,1249,2.4,1000,2.1,1,0,0,,2,,,,,,0,1
2,273,40,10000,4.0,3,0,0,4.0,40,21,7,4,5,3,0,1
2,743,48,5000,2.3,1,0,0,3.4,18,9,1,2,1,5,0,1
2,921,8.3,10000,2.3,1,0,0,4.1,41,26,4,3,4,4,0,1
2,91,28,100000,4.0,1,0,0,3.9,2438,1468,224,185,91,470,0,1
2,1005,19,100,2.3,1,0,0,,5,,,,,,0,1
2,960,17,500,1.6,1,0,0,,7,,,,,,0,1
2,893,5.5,500,2.3,1,0,0,,3,,,,,,0,1
2,1099,5.0,100000,2.2,1,0,0,3.6,969,450,146,92,95,186,0,1
2,264,29,100000,4.0,1,0,0,4.2,460,283,66,52,21,38,0,1
2,223,15,50000,4.0,1,0,0,3.8,520,310,44,27,43,96,0,1
2,309,20,50000,4.0,1,0,0,3.6,245,128,12,34,13,58,0,1
2,513,49,100,4.1,3,0,0,,1,,,,,,0,1
2,1053,4.5,5000,2.3,1,0,0,4.2,94,65,11,5,1,12,0,1
2,35,17,1000,2.3,1,0,0,3.3,22,11,0,2,3,6,0,1
2,477,26,10000,4.1,1,0,0,3.3,786,312,93,89,86,206,0,1
2,474,3.2,50000,2.3,1,0,0,3.6,276,145,21,24,17,69,0,1
2,703,19,100000,2.3,4,0,0,3.7,1611,808,228,184,130,261,0,1
2,243,7.6,100000,2.3,1,0,0,4.1,1193,697,199,119,72,106,0,1
2,1128,20,50000,2.3,6,0,0,3.6,253,124,26,28,36,39,0,1
2,2077,3.5,5000,2.2,3,0,0,3.4,54,22,6,8,7,11,0,1
2,131,32,1000000,2.3,1,0,0,4.0,18734,11311,2075,2363,875,2110,0,1
2,1361,3.8,1000,2.3,1,0,0,4.6,8,5,3,0,0,0,0,1
2,27,52,1000000,4.1,4,0,0,4.1,20744,13158,2237,1707,866,2776,0,1
2,568,17,100,2.3,1,0,0,4.3,6,5,0,0,0,1,0,1
2,274,34,1000000,4.1,1,0,0,3.5,21623,9378,3052,2754,1774,4665,0,1
2,670,7.9,100000,2.3,1,0,0,4.2,1870,1107,289,278,101,95,0,1
2,226,4.6,100000,4.0,4,0,0,3.9,1028,636,81,64,40,207,0,1
2,1407,8.1,10000,2.3,1,0,0,3.4,315,146,31,28,9,101,0,1
2,47,26,100000,4.1,1,0,0,3.1,1437,579,122,139,103,494,0,1
2,593,7.5,10000,2.3,1,0,0,4.0,24,14,2,5,0,3,0,1
2,1915,37,100000,2.0,1,0,0,3.7,3428,1910,285,258,207,768,0,1
2,651,9.3,1000,2.3,1,0,0,,24,,,,,,0,1
2,187,9.9,50000,2.3,1,0,0,3.8,704,390,89,67,43,115,0,1
2,1401,2.8,10000,2.2,1,0,0,2.9,122,40,15,14,4,49,0,1
2,701,12,1000000,2.3,1,0,0,4.0,12293,6904,1817,1250,753,1569,0,1
2,793,22,10000,2.3,1,0,0,4.5,36,28,3,2,1,2,0,1
2,514,30,5000,4.0,4,0,0,4.6,59,50,1,4,2,2,0,1
2,1091,8.2,10000,2.3,1,0,0,3.6,193,99,18,15,16,45,0,1
2,1297,19,50000,2.3,1,0,0,3.2,319,137,23,20,31,108,0,1
2,571,12,1000000,2.3,1,0,0,3.8,13451,7284,1747,1557,777,2086,0,1
2,1484,14,5000,2.3,1,0,0,4.6,170,146,5,4,2,13,0,1
2,733,4.5,1000,3.0,1,0,0,,33,,,,,,0,1
2,955,7.1,500000,2.2,4,0,0,3.6,2575,1304,255,285,142,589,0,1
2,656,19,500000,3.0,1,0,0,3.9,3774,1880,719,502,273,400,0,1
2,898,23,10000,2.2,1,0,0,4.1,71,47,5,5,5,9,0,1
2,38,4.9,10000000,4.1,1,0,0,3.9,116651,64434,18334,11817,6255,15811,0,1
2,143,15,500000,4.0,1,0,0,4.2,3177,2198,296,239,109,335,0,1
2,461,26,1000000,2.3,1,0,0,3.9,10039,6012,939,980,513,1595,0,1
2,995,7.0,1000,2.3,1,0,0,3.8,14,8,0,3,1,2,0,1
2,149,18,5000,4.0,1,0,0,3.7,39,18,7,5,3,6,0,1
2,754,3.4,500,2.3,1,0,0,3.9,11,4,4,2,0,1,0,1
2,1033,4.2,5000,2.3,1,0,0,4.3,126,92,7,10,3,14,0,1
2,918,28,10000,2.3,1,0,0,,131,,,,,,0,1
2,146,15,1000000,4.0,1,0,0,4.1,3943,2580,327,331,171,534,0,1
2,359,14,1000,2.3,1,0,0,3.8,30,17,4,1,1,7,0,1
2,570,22,50,2.3,1,0,0,,,,,,,,0,1
2,660,22,10000,2.3,1,0,0,4.1,316,196,40,32,16,32,0,1
2,628,44,5000000,2.3,1,0,0,3.9,77084,40056,13341,8607,5389,9691,0,1
2,36,4.8,1000,4.1,1,0,0,3.6,5,2,1,1,0,1,0,1
2,819,22,10000,2.3,3,0,0,3.7,47,22,5,8,6,6,0,1
2,147,44,100000,4.0,3,0,0,4.0,5148,2772,740,792,325,519,0,1
2,892,31,100000,4.0,3,0,0,3.6,1037,502,153,101,67,214,0,1
2,657,32,100,2.3,1,0,0,,3,,,,,,0,1
2,851,16,10000,2.3,1,0,0,4.3,105,78,6,7,3,11,0,1
2,945,2.4,10000,2.2,1,0,0,3.9,19,12,1,2,0,4,0,1
2,23,2.3,10000000,4.0,1,0,0,4.0,63496,41276,5205,4531,1727,10757,0,1
2,486,2.5,100,2.3,1,0,0,,1,,,,,,0,1
2,838,5.5,5000000,4.0,1,0,0,3.4,14710,7547,770,789,594,5010,0,1
2,1349,2.6,1000,2.3,1,0,0,4.5,43,31,7,1,3,1,0,1
2,12,30,1000,4.0,3,0,0,4.4,40,31,4,0,0,5,0,1
2,1062,3.9,10000,2.3,1,0,0,4.3,85,66,3,3,3,10,0,1
2,1117,19,1000,2.3,1,0,0,2.6,16,3,3,2,1,7,0,1
2,1344,7.5,100,2.3,1,0,0,,2,,,,,,0,1
2,1522,36,5000,2.3,1,0,0,3.8,69,42,6,4,2,15,0,1
2,192,42,1000000,4.1,1,0,0,3.8,43939,22588,6708,5647,3215,5781,0,1
2,549,4.2,100,4.0,1,0,0,4.6,11,10,0,0,0,1,0,1
2,853,1.9,1000,2.3,1,0,0,5.0,4,4,0,0,0,0,0,1
2,222,3.8,500000,4.0,1,0,0,3.5,4547,1615,941,725,423,843,0,1
2,520,3.5,1000,2.3,1,0,0,3.2,25,11,1,4,1,8,0,1
2,754,8.8,100,2.3,1,0,0,3.7,3,2,0,0,0,1,0,1
2,626,12,5000,3.0,1,0,0,3.5,29,14,4,1,2,8,0,1
2,589,2.7,100000,4.0,3,0,0,3.6,972,465,117,118,68,204,0,1
2,2163,2.5,5000,2.2,1,0,0,3.0,51,19,3,7,3,19,0,1
2,21,3.7,50000,4.4,4,0,0,3.2,483,216,33,31,24,179,0,1
2,76,4.9,500000,2.3,1,0,0,3.7,12565,6104,1660,1518,1096,2187,0,1
2,1352,16,100000,3.0,1,0,0,3.6,5233,2578,557,553,373,1172,,
2,665,31,100000,2.3,1,0,0,3.7,446,222,48,78,31,67,0,1
2,839,11,10000000,2.3,1,0,0,4.0,424448,244597,65292,42467,24854,47238,0,1
2,1947,17,5000,2.0,1,0,0,3.9,60,34,6,8,2,10,0,1
2,892,7.3,50,2.3,4,0,0,,2,,,,,,0,1
2,1081,3.0,500,2.3,1,0,0,,7,,,,,,0,1
2,897,20,5000,2.3,1,0,0,3.6,55,30,3,5,2,15,0,1
2,681,18,10,2.3,1,0,0,,6,,,,,,0,1
2,486,13,100,2.3,1,0,0,3.4,5,3,0,0,0,2,0,1
2,114,6.2,1000,4.0,1,0,0,4.2,6,4,1,0,0,1,0,1
2,574,46,500,2.3,1,0,0,3.8,5,3,0,1,0,1,0,1
2,1150,15,100000,2.3,1,0,0,3.2,2041,810,211,250,195,575,0,1
2,609,30,100000,2.3,3,0,0,3.7,1221,591,169,190,84,187,0,1
2,619,5.7,5000,2.3,4,0,0,3.6,41,24,2,2,1,12,0,1
2,1415,9.3,1000,1.6,1,0,0,3.8,30,15,6,2,1,6,0,1
2,1005,24,1000000,2.3,1,0,0,3.4,9783,4705,722,834,636,2886,0,1
2,818,2.1,10000000,4.0,1,0,0,3.4,179646,87049,16302,15035,10669,50591,0,1
2,534,5.2,100000,2.3,1,0,0,3.8,1130,538,201,149,76,166,0,1
2,977,2.6,10,2.3,1,0,0,,1,,,,,,0,1
2,847,41,10000,2.3,1,0,0,4.0,116,72,15,4,8,17,0,1
2,936,1.8,1000000,2.3,1,0,0,3.0,7418,3025,365,500,392,3136,0,1
2,554,4.3,1000,3.0,1,0,0,,5,,,,,,0,1
2,502,23,50,2.3,1,0,0,,2,,,,,,0,1
2,1165,2.1,5000,2.3,1,0,0,,11,,,,,,0,1
2,1216,3.5,100000,2.3,1,0,0,3.8,3412,1904,381,286,200,641,0,1
2,261,19,100,2.3,1,0,0,4.7,3,2,1,0,0,0,0,1
2,859,15,100,2.3,1,0,0,4.7,28,25,1,0,1,1,0,1
2,148,26,100000,2.3,1,0,0,3.7,1880,967,204,194,169,346,0,1
2,194,14,10000,2.3,1,0,0,4.8,421,399,3,4,5,10,0,1
2,956,15,1000,2.3,1,0,0,,13,,,,,,0,1
2,149,15,10000,4.0,1,0,0,3.9,107,64,10,8,4,21,0,1
2,391,27,500,4.0,1,0,0,4.4,13,11,0,0,0,2,0,1
2,449,40,100000,2.3,4,0,0,3.8,644,389,49,39,26,141,0,1
2,262,25,100,4.1,1,0,0,,6,,,,,,0,1
2,1759,4.5,10000000,2.2,1,0,0,4.2,375579,227444,64335,34379,18083,31338,0,1
2,738,24,5000,2.3,1,0,0,4.5,103,76,16,3,2,6,0,1
2,486,18,10000,3.0,1,0,0,4.3,233,152,30,33,5,13,0,1
2,637,19,10000,2.3,1,0,0,3.8,164,83,20,25,12,24,0,1
2,1603,10,500,2.3,0,0,0,3.8,12,6,3,0,0,3,0,1
2,432,,100000,,1,0,0,4.1,116,78,13,1,9,15,0,1
2,1537,14,5000,2.3,1,0,0,3.4,79,35,6,12,10,16,0,1
2,714,9.4,100000,2.3,1,0,0,4.0,921,495,145,136,53,92,0,1
2,437,38,1000,4.1,1,0,0,4.0,89,54,12,5,6,12,0,1
2,319,21,1000000,4.0,1,0,0,4.1,7174,4744,587,577,224,1042,0,1
2,985,15,10000,2.3,1,0,0,3.2,122,55,6,9,9,43,0,1
2,1345,4.3,50000,2.2,1,0,0,3.9,549,331,45,43,23,107,0,1
2,530,37,10000,2.3,1,0,0,4.0,49,29,5,6,3,6,0,1
